Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Cross-reference (Pfam)
Q03954	SPC19_YEAST	reviewed	DASH complex subunit SPC19 (19 kDa spindle pole component protein) (Outer kinetochore protein SPC19)	SPC19 YDR201W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165	PF08287;
P38222	RKM3_YEAST	reviewed	Ribosomal lysine N-methyltransferase 3 (EC 2.1.1.-)	RKM3 YBR030W YBR0314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	552	PF00856;
P04802	SYDC_YEAST	reviewed	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	DPS1 APS APS1 YLL018C L1295	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	557	PF00152;PF01336;
P10870	SNF3_YEAST	reviewed	Low glucose sensor SNF3 (High-affinity glucose receptor SNF3) (High-affinity transporter-like sensor SNF3) (Sucrose nonfermenting protein 3)	SNF3 YDL194W D1234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	884	PF00083;
P39929	SNF7_YEAST	reviewed	Vacuolar-sorting protein SNF7 (DOA4-independent degradation protein 1) (Sucrose nonfermenting protein 7) (Vacuolar protein-sorting-associated protein 32)	SNF7 DID1 VPS32 YLR025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240	PF03357;
Q04902	SNO4_YEAST	reviewed	Probable glutathione-independent glyoxalase SNO4 (EC 4.2.1.130) (Glyoxalase 3 homolog 4) (Heat shock protein 34) (SNZ proximal open reading frame 4)	SNO4 HSP34 YMR322C YM9924.14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237	
P38714	SYRM_YEAST	reviewed	Arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	MSR1 YHR091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	643	PF03485;PF05746;PF00750;
P53823	SNO2_YEAST	reviewed	Probable pyridoxal 5'-phosphate synthase subunit SNO2 (EC 4.3.3.6) (PDX2 homolog 2) (Pdx2.2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO2 YNL334C N0285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222	PF01174;
P32573	SPS19_YEAST	reviewed	Peroxisomal 2,4-dienoyl-CoA reductase SPS19 (EC 1.3.1.34) (Sporulation-specific protein SPX19)	SPS19 SPX19 YNL202W N1362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292	
P08459	SPS2_YEAST	reviewed	Sporulation-specific protein 2	SPS2 YDR522C D9719.26	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502	
O13539	THP2_YEAST	reviewed	THO complex subunit THP2	THP2 YHR167W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261	PF09432;
Q12455	SPSY_YEAST	reviewed	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	SPE4 YLR146C L9634.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300	PF17284;
Q02950	RT51_YEAST	reviewed	37S ribosomal protein MRP51, mitochondrial (Mitochondrial small ribosomal subunit protein bS1m)	MRP51 YPL118W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344	PF11709;
P0CX40	RS8B_YEAST	reviewed	40S ribosomal protein S8-B (RP19) (S14) (Small ribosomal subunit protein eS8-B) (YS9)	RPS8B RPS14B YER102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200	PF01201;
P15625	SYFA_YEAST	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	FRS2 YFL022C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	503	PF18554;PF18553;PF01409;
Q04748	SOV1_YEAST	reviewed	Protein SOV1, mitochondrial	SOV1 YMR066W YM9916.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	898	
Q02648	TRM44_YEAST	reviewed	tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (tRNA(Ser) (uridine(44)-2'-O)-methyltransferase) (tRNA Um(44) 2'-O-methyltransferase)	TRM44 YPL030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	567	PF07757;
Q12751	RTP1_YEAST	reviewed	RNA polymerase II assembly factor RTP1 (Required for nuclear transport of RNA pol II protein 1) (Transport and Golgi organization protein 6 homolog)	RTP1 YMR185W YM8010.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	981	PF10363;PF10304;
P40357	SEC9_YEAST	reviewed	Protein transport protein SEC9	SEC9 HSS7 YGR009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	651	
P42948	SET4_YEAST	reviewed	SET domain-containing protein 4	SET4 YJL105W J0819	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	560	PF00628;PF00856;
P38995	ATU2_YEAST	reviewed	Copper-transporting ATPase (EC 7.2.2.8) (Cu(2+)-ATPase)	CCC2 YDR270W D9954.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1004	PF00403;
P40471	AYR1_YEAST	reviewed	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase)	AYR1 YIL124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	PF00106;
Q08957	AFT2_YEAST	reviewed	Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2)	AFT2 YPL202C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416	PF08731;
P26309	CDC20_YEAST	reviewed	APC/C activator protein CDC20 (Cell division control protein 20)	CDC20 YGL116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610	PF12894;
P11412	G6PD_YEAST	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	ZWF1 MET19 YNL241C N1110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	505	PF02781;PF00479;
P32769	HBS1_YEAST	reviewed	Elongation factor 1 alpha-like protein	HBS1 YKR084C YKR404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611	PF00009;PF03143;PF08938;
P38635	HIS9_YEAST	reviewed	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	HIS2 YFR025C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335	PF02811;
Q03937	HED1_YEAST	reviewed	Meiosis-specific protein HED1 (RED1 suppressor protein 1)	HED1 YDR014W-A YD9335.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162	
P30665	MCM4_YEAST	reviewed	DNA replication licensing factor MCM4 (EC 3.6.4.12) (Cell division control protein 54)	MCM4 CDC54 HCD21 YPR019W YP9531.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	933	PF00493;PF17855;PF14551;PF17207;
P32875	LIPA_YEAST	reviewed	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	LIP5 YOR196C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414	PF16881;PF04055;
P36004	KKQ8_YEAST	reviewed	Probable serine/threonine-protein kinase KKQ8 (EC 2.7.11.1)	KKQ8 YKL168C YKL632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	724	PF00069;
P32835	GSP1_YEAST	reviewed	GTP-binding nuclear protein GSP1/CNR1 (Chromosome stability protein 17) (GTPase Ran homolog) (Genetic suppressor of PRP20-1)	GSP1 CNR1 CST17 YLR293C L8003.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219	PF00071;
Q08295	IMA2_YEAST	reviewed	Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2)	IMA2 YOL157C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	589	PF00128;
P39567	IMDH1_YEAST	reviewed	Putative inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205)	IMD1 YAR073W FUN63	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	403	PF00571;PF00478;
P53067	IMB5_YEAST	reviewed	Importin subunit beta-5 (114 kDa karyopherin) (Karyopherin subunit beta-5) (Karyopherin-114)	KAP114 YGL241W HRC1004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1004	PF03810;
P50942	INP52_YEAST	reviewed	Polyphosphatidylinositol phosphatase INP52 (Synaptojanin-like protein 2) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]	INP52 SJL2 YNL106C N2160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1183	PF03372;PF02383;
P26798	INO2_YEAST	reviewed	Protein INO2	INO2 DIE1 SCS1 YDR123C YD9727.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304	
P34227	PRX1_YEAST	reviewed	Peroxiredoxin PRX1, mitochondrial (Prx) (EC 1.11.1.15) (1-Cys PRX) (Mitochondrial thiol peroxidase) (mTPx) (Thioredoxin peroxidase)	PRX1 YBL064C YBL0503 YBL0524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261	PF10417;PF00578;
P21243	PSA1_YEAST	reviewed	Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C7-alpha) (Multicatalytic endopeptidase complex C7) (Proteasome component C7-alpha) (Proteasome component Y8) (Proteinase YSCE subunit 7) (SCL1 suppressor protein)	SCL1 PRC2 PRS2 YGL011C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	252	PF00227;PF10584;
P33329	PPZ2_YEAST	reviewed	Serine/threonine-protein phosphatase PP-Z2 (EC 3.1.3.16)	PPZ2 YDR436W D9461.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	710	PF00149;PF16891;
P32492	MYO4_YEAST	reviewed	Myosin-4 (SWI5-dependent HO expression protein 1)	MYO4 SHE1 YAL029C FUN22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1471	PF01843;PF00612;PF00063;
P35999	PMIP_YEAST	reviewed	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	OCT1 MIP1 YKL134C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	772	PF01432;
P35719	MRP8_YEAST	reviewed	Uncharacterized protein MRP8	MRP8 YKL142W YKL3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219	PF07957;
P32333	MOT1_YEAST	reviewed	TATA-binding protein-associated factor MOT1 (TBP-associated factor MOT1) (EC 3.6.4.-) (Modifier of transcription 1)	MOT1 YPL082C LPF4C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1867	PF12054;PF00271;PF00176;
Q06390	MRB1_YEAST	reviewed	Methylated RNA-binding protein 1 (PHOsphate metabolism protein 92) (YTH domain-containing protein PHO92)	PHO92 MRB1 YDR374C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306	PF04146;
Q08693	TRE2_YEAST	reviewed	Putative zinc metalloprotease TRE2 (EC 3.-.-.-) (Transferrin receptor-like protein 2)	TRE2 YOR256C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809	PF04389;PF04253;
P28791	SEC20_YEAST	reviewed	Protein transport protein SEC20	SEC20 YDR498C D9719.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383	PF03908;
P48415	SEC16_YEAST	reviewed	COPII coat assembly protein SEC16 (Protein transport protein SEC16)	SEC16 YPL085W LPF1W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2195	PF12932;PF12931;PF12935;
P32579	SUA5_YEAST	reviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Suppressor of upstream AUG protein 5) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein SUA5) (tRNA threonylcarbamoyladenosine biosynthesis protein SUA5)	SUA5 YGL169W G1660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	426	PF03481;PF01300;
P36124	SET3_YEAST	reviewed	SET domain-containing protein 3	SET3 YKR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751	PF00628;
P46995	SET2_YEAST	reviewed	Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.-) (Lysine N-methyltransferase 3) (SET domain-containing protein 2)	SET2 EZL1 KMT3 YJL168C J0520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	733	PF17907;PF00856;PF08236;PF18507;
P23201	SPA2_YEAST	reviewed	Protein SPA2	SPA2 PEA1 YLL021W L1209	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1466	PF12205;PF08518;
P52867	PMT5_YEAST	reviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (EC 2.4.1.109)	PMT5 YDL093W D2399	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	743	PF02815;PF02366;PF16192;
Q04751	NAA40_YEAST	reviewed	N-alpha-acetyltransferase 40 (EC 2.3.1.257) (Histone-specific N-acetyltransferase NAT4)	NAT4 YMR069W YM9916.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285	PF00583;
P05066	PHR_YEAST	reviewed	Deoxyribodipyrimidine photo-lyase, mitochondrial (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	PHR1 YOR386W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	565	PF00875;PF03441;
P43619	NADC_YEAST	reviewed	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	BNA6 QPT1 YFR047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295	PF01729;PF02749;
P38197	PLPHP_YEAST	reviewed	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	YBL036C YBL0413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	257	PF01168;
Q03162	MUB1_YEAST	reviewed	MYND-type zinc finger protein MUB1 (Multi-budding protein)	MUB1 YMR100W YM6543.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	PF01753;
P32529	RPA12_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA12 (A12) (A12.2) (DNA-directed RNA polymerase I 13.7 kDa polypeptide)	RPA12 RRN4 YJR063W J1747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125	PF02150;PF01096;
P32561	RPD3_YEAST	reviewed	Histone deacetylase RPD3 (EC 3.5.1.98) (Transcriptional regulatory protein RPD3)	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433	PF00850;
P31334	RM09_YEAST	reviewed	54S ribosomal protein L9, mitochondrial (Mitochondrial large ribosomal subunit protein uL3m) (YmL9)	MRPL9 YGR220C G8520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269	PF00297;
P25298	RNA14_YEAST	reviewed	mRNA 3'-end-processing protein RNA14	RNA14 YMR061W YM9796.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	677	PF05843;
P04161	PUR3_YEAST	reviewed	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	ADE8 YDR408C D9509.26	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214	PF00551;
P11792	SCH9_YEAST	reviewed	Serine/threonine-protein kinase SCH9 (EC 2.7.11.1)	SCH9 KOM1 YHR205W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	824	PF00168;PF00069;PF00433;
P38426	TPS3_YEAST	reviewed	Trehalose synthase complex regulatory subunit TPS3 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 115 kDa subunit)	TPS3 YMR261C YM8156.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1054	PF00982;PF02358;
P53628	SNF12_YEAST	reviewed	Transcription regulatory protein SNF12 (SWI/SNF complex component SWP73)	SNF12 SWP73 YNR023W N3224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566	
Q08873	SCP1_YEAST	reviewed	Transgelin (Calponin homolog 1)	SCP1 YOR367W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200	PF00307;
P39990	SNU13_YEAST	reviewed	13 kDa ribonucleoprotein-associated protein (Small nuclear ribonucleoprotein-associated protein 1)	SNU13 YEL026W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	PF01248;
Q12368	SNU23_YEAST	reviewed	23 kDa U4/U6.U5 small nuclear ribonucleoprotein component	SNU23 YDL098C D2378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	194	
Q06160	SPH1_YEAST	reviewed	Protein SPH1 (SPA2 homolog 1)	SPH1 YLR313C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661	PF08518;
P53011	SEH1_YEAST	reviewed	Nucleoporin SEH1 (Nuclear pore protein SEH1) (SEC13 homolog 1)	SEH1 YGL100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349	PF00400;
P40511	SPO22_YEAST	reviewed	Sporulation-specific protein 22	SPO22 YIL073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	975	PF08631;
P40031	SPO73_YEAST	reviewed	Sporulation-specific protein 73	SPO73 YER046W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	
Q03029	SPO19_YEAST	reviewed	Sporulation-specific protein 19	SPO19 YPL130W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223	
P33421	SDH3_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	SDH3 CYB3 YKL141W YKL4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198	PF01127;
P35735	SFK1_YEAST	reviewed	Protein SFK1 (Suppressor of four kinase protein 1)	SFK1 YKL051W YKL303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353	PF10277;
Q12330	RUXE_YEAST	reviewed	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)	SME1 YOR159C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94	PF01423;
P40052	YEQ9_YEAST	reviewed	Uncharacterized protein YER079W	YER079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	
P0C5M2	YD406_YEAST	reviewed	Putative uncharacterized protein YDR406W-A	YDR406W-A smORF144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	81	
P43546	YFL57_YEAST	reviewed	Putative aryl-alcohol dehydrogenase YFL057C (EC 1.1.1.-)	YFL057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	152	PF00248;
P53181	YGE2_YEAST	reviewed	Putative uncharacterized protein YGL042C	YGL042C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	
P53288	YG3R_YEAST	reviewed	Putative uncharacterized protein YGR160W	YGR160W G7004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	
O13513	YA056_YEAST	reviewed	Putative uncharacterized protein YAL056C-A	YAL056C-A YAL058C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	116	
A0A023PXL7	YH056_YEAST	reviewed	Putative uncharacterized membrane protein YHR056W-A	YHR056W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	
P32792	YHH7_YEAST	reviewed	UPF0744 protein YSC83	YSC83 YHR017W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385	PF08643;
P90471	YB09A_YEAST	reviewed	Putative uncharacterized protein YBR109W-A	YBR109W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	74	
P38236	MUM2_YEAST	reviewed	Protein MUM2 (Muddled meiosis protein 2)	MUM2 YBR057C YBR0514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366	PF17098;
Q99207	NOP14_YEAST	reviewed	Nucleolar complex protein 14 (U three protein 2) (U3 small nucleolar RNA-associated protein 2) (U3 snoRNA-associated protein 2)	NOP14 UTP2 YDL148C D1566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810	PF04147;
Q01560	NOP3_YEAST	reviewed	Nucleolar protein 3 (Mitochondrial targeting suppressor 1 protein) (Nuclear polyadenylated RNA-binding protein 1)	NPL3 MTR13 MTS1 NAB1 NOP3 YDR432W D9461.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414	PF00076;
Q03266	PABC_YEAST	reviewed	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	ABZ2 YMR289W YM8021.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	374	PF01063;
Q02803	OAZ_YEAST	reviewed	Ornithine decarboxylase antizyme (ODC-Az)	OAZ1 YPL052W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292	
P33400	PACC_YEAST	reviewed	pH-response transcription factor pacC/RIM101 (Regulator of IME2 protein 1) (pH-response regulator protein RIM101)	RIM101 RIM1 YHL027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	625	PF00096;
Q99373	PET20_YEAST	reviewed	Protein PET20, mitochondrial (Petite colonies protein 20)	PET20 YPL159C P2567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	253	PF08692;
P54790	ORC3_YEAST	reviewed	Origin recognition complex subunit 3 (Origin recognition complex 62 kDa subunit)	ORC3 OAF1 OIF1 YLL004W L1365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	616	PF18137;
P33767	OSTB_YEAST	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1) (Oligosaccharyl transferase subunit beta)	WBP1 YEL002C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430	PF03345;
Q12117	MRH1_YEAST	reviewed	Protein MRH1 (Membrane protein related to HSP30)	MRH1 YDR033W YD9673.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320	PF01036;
P40050	MRX1_YEAST	reviewed	MIOREX complex component 1 (Mitochondrial organization of gene expression protein 1)	MRX1 YER077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688	PF13041;
A0A0B7P221	RDT1_YEAST	reviewed	Uncharacterized protein RDT1 (Ribosomally detected transcript 1)	RDT1 YCL054W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	28	
P26754	RFA2_YEAST	reviewed	Replication factor A protein 2 (RF-A protein 2) (DNA-binding protein BUF1) (Replication protein A 36 kDa subunit)	RFA2 BUF1 YNL312W N0368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273	PF08784;PF01336;
Q9ZZX9	Q0010_YEAST	reviewed	Putative uncharacterized protein Q0010, mitochondrial	Q0010 ORF6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128	
P0CF16	U5071_YEAST	reviewed	UPF0507 protein YML003W	YML003W YM9571.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290	
P25350	YCP6_YEAST	reviewed	Uncharacterized protein YCR006C	YCR006C YCR044 YCR6C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157	
